event,event_time,symbol,price_change,price_change_percent,weighted_avg_price,prev_close_price,last_price,last_qty,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,open_price,high_price,low_price,base_volume,quote_volume,open_time,close_time,first_trade_id,last_trade_id,trade_count
24hrTicker,2025-06-10T15:47:11.033+07:00,ETHUSDT,187.95,7.548,2625.66518108,2489.92,2677.87,0.0098,2677.87,137.6499,2677.88,22.4279,2489.92,2726.78,2489.91,776944.5519,2.039996257553582E9,2025-06-09T15:47:11.005+07:00,2025-06-10T15:47:11.005+07:00,2508388098,2512046006,3657909
24hrTicker,2025-06-10T15:47:12.023+07:00,ETHUSDT,188.05,7.552,2625.66525009,2489.92,2677.97,0.0049,2677.97,96.9138,2677.98,9.7552,2489.92,2726.78,2489.91,776945.5777,2.039999004576272E9,2025-06-09T15:47:12.012+07:00,2025-06-10T15:47:12.012+07:00,2508388098,2512046050,3657953
24hrTicker,2025-06-10T15:47:13.034+07:00,ETHUSDT,188.06,7.553,2625.66536794,2489.92,2677.98,0.015,2677.98,148.333,2677.99,6.552,2489.92,2726.78,2489.91,776947.1836,2.040003312700448E9,2025-06-09T15:47:13.006+07:00,2025-06-10T15:47:13.006+07:00,2508388099,2512046096,3657998
24hrTicker,2025-06-10T15:47:14.033+07:00,ETHUSDT,188.07,7.553,2625.66553499,2489.92,2677.98,2.3635,2677.98,180.2468,2677.99,6.471,2489.91,2726.78,2489.91,776949.6281,2.040009860922875E9,2025-06-09T15:47:14.007+07:00,2025-06-10T15:47:14.007+07:00,2508388101,2512046098,3657998
24hrTicker,2025-06-10T15:47:15.034+07:00,ETHUSDT,188.06,7.553,2625.66554253,2489.91,2677.98,2.3635,2677.98,170.1075,2677.99,6.473,2489.92,2726.78,2489.92,776949.5849,2.040009753358498E9,2025-06-09T15:47:14.995+07:00,2025-06-10T15:47:14.995+07:00,2508388104,2512046098,3657995
24hrTicker,2025-06-10T15:47:16.036+07:00,ETHUSDT,187.9,7.546,2625.66566195,2490.07,2677.98,0.0077,2677.98,155.0405,2677.99,9.1836,2490.08,2726.78,2490.08,776949.2528,2.040008974153878E9,2025-06-09T15:47:16.011+07:00,2025-06-10T15:47:16.011+07:00,2508388147,2512046101,3657955
24hrTicker,2025-06-10T15:47:17.034+07:00,ETHUSDT,188.52,7.571,2625.66826009,2490.09,2678.6,0.384,2678.59,91.2249,2678.6,25.592,2490.08,2726.78,2490.08,776981.3651,2.040095309026215E9,2025-06-09T15:47:17.014+07:00,2025-06-10T15:47:17.014+07:00,2508388174,2512046293,3658120
24hrTicker,2025-06-10T15:47:18.033+07:00,ETHUSDT,188.41,7.566,2625.66842877,2490.16,2678.6,0.0376,2678.59,54.8078,2678.6,52.5063,2490.19,2726.78,2490.19,776980.4892,2.040093140264819E9,2025-06-09T15:47:18.011+07:00,2025-06-10T15:47:18.011+07:00,2508388202,2512046295,3658094
24hrTicker,2025-06-10T15:47:19.033+07:00,ETHUSDT,188.4,7.566,2625.66851547,2490.21,2678.6,0.0265,2678.59,69.2753,2678.6,55.2616,2490.2,2726.78,2490.2,776980.5838,2.040093456016954E9,2025-06-09T15:47:19.007+07:00,2025-06-10T15:47:19.007+07:00,2508388228,2512046297,3658070
24hrTicker,2025-06-10T15:47:20.033+07:00,ETHUSDT,188.39,7.565,2625.6690704,2490.21,2678.59,0.1789,2678.59,100.2057,2678.6,4.5114,2490.2,2726.78,2490.2,776977.6496,2.040086182944033E9,2025-06-09T15:47:20.011+07:00,2025-06-10T15:47:20.011+07:00,2508388245,2512046300,3658056
24hrTicker,2025-06-10T15:47:21.033+07:00,ETHUSDT,188.26,7.559,2625.67279413,2490.4,2678.67,0.0162,2678.67,117.4213,2678.68,7.1981,2490.41,2726.78,2490.41,776961.5019,2.04004667762582E9,2025-06-09T15:47:21.014+07:00,2025-06-10T15:47:21.014+07:00,2508388345,2512046367,3658023
24hrTicker,2025-06-10T15:47:22.033+07:00,ETHUSDT,188.27,7.56,2625.6728485,2490.41,2678.68,0.1866,2678.67,113.774,2678.68,28.5352,2490.41,2726.78,2490.41,776961.5885,2.040046947252508E9,2025-06-09T15:47:21.997+07:00,2025-06-10T15:47:21.997+07:00,2508388346,2512046370,3658025
24hrTicker,2025-06-10T15:47:23.034+07:00,ETHUSDT,188.27,7.56,2625.67294161,2490.41,2678.68,1.0419,2678.67,120.6685,2678.68,23.3774,2490.41,2726.78,2490.41,776962.7746,2.040050133903272E9,2025-06-09T15:47:23.010+07:00,2025-06-10T15:47:23.010+07:00,2508388347,2512046391,3658045
24hrTicker,2025-06-10T15:47:24.034+07:00,ETHUSDT,188.26,7.559,2625.67302423,2490.41,2678.67,0.1866,2678.67,62.5372,2678.68,81.7243,2490.41,2726.78,2490.41,776962.5597,2.040049633843479E9,2025-06-09T15:47:24.014+07:00,2025-06-10T15:47:24.014+07:00,2508388349,2512046392,3658044
24hrTicker,2025-06-10T15:47:25.033+07:00,ETHUSDT,187.71,7.537,2625.67657893,2490.6,2678.33,0.0082,2678.32,69.7682,2678.33,60.5838,2490.62,2726.78,2490.61,776999.4555,2.040149272149076E9,2025-06-09T15:47:25.012+07:00,2025-06-10T15:47:25.012+07:00,2508388417,2512046490,3658074
24hrTicker,2025-06-10T15:47:26.033+07:00,ETHUSDT,187.71,7.537,2625.67712203,2490.62,2678.32,0.0495,2678.32,69.2301,2678.33,46.1902,2490.61,2726.78,2490.61,776996.3998,2.040141670852692E9,2025-06-09T15:47:26.002+07:00,2025-06-10T15:47:26.002+07:00,2508388429,2512046492,3658064
